TITLE="DIR08_SCB_ER_E_WD175.dat"
VARIABLES= "Density" "Radius" "Height" "0.1053" "0.356" "0.6617" "1.3325" 
ZONE T="3D Data" I=11 J=8 K=3 F=POINT
0.00000000e+000 2.18750000e+000 0.00000000e+000 8.97484070e-005 6.25261507e-005 4.14639130e-005 2.78939048e-005 
0.00000000e+000 6.56250000e+000 0.00000000e+000 1.15224421e-004 7.91461427e-005 5.15853826e-005 3.35878062e-005 
0.00000000e+000 1.09375000e+001 0.00000000e+000 1.52698508e-004 1.04237238e-004 6.72021093e-005 4.26815738e-005 
0.00000000e+000 1.53125000e+001 0.00000000e+000 1.91431062e-004 1.29932992e-004 8.31327013e-005 5.20317714e-005 
0.00000000e+000 1.96875000e+001 0.00000000e+000 2.22591603e-004 1.50498019e-004 9.59083365e-005 5.96024842e-005 
0.00000000e+000 2.40625000e+001 0.00000000e+000 2.39409875e-004 1.61572894e-004 1.02950801e-004 6.39702006e-005 
0.00000000e+000 2.84375000e+001 0.00000000e+000 2.45029514e-004 1.65157064e-004 1.05428989e-004 6.57766966e-005 
0.00000000e+000 3.28125000e+001 0.00000000e+000 2.47839651e-004 1.66988342e-004 1.06780234e-004 6.69344731e-005 
2.50000000e-001 2.18750000e+000 0.00000000e+000 2.65361581e-005 3.11980528e-005 2.45941922e-005 1.91127410e-005 
2.50000000e-001 6.56250000e+000 0.00000000e+000 3.54167833e-005 4.02321974e-005 3.10034573e-005 2.32242475e-005 
2.50000000e-001 1.09375000e+001 0.00000000e+000 5.09057443e-005 5.51569833e-005 4.15620279e-005 3.01022238e-005 
2.50000000e-001 1.53125000e+001 0.00000000e+000 7.19856148e-005 7.30588397e-005 5.36976627e-005 3.78174089e-005 
2.50000000e-001 1.96875000e+001 0.00000000e+000 9.84623948e-005 9.19746468e-005 6.57730469e-005 4.51594093e-005 
2.50000000e-001 2.40625000e+001 0.00000000e+000 1.31365899e-004 1.10502901e-004 7.65728209e-005 5.12868462e-005 
2.50000000e-001 2.84375000e+001 0.00000000e+000 1.87475633e-004 1.35366908e-004 8.95475597e-005 5.79246139e-005 
2.50000000e-001 3.28125000e+001 0.00000000e+000 2.42819202e-004 1.58242561e-004 1.01225655e-004 6.38511091e-005 
5.00000000e-001 2.18750000e+000 0.00000000e+000 7.92700534e-006 1.56189850e-005 1.46158130e-005 1.31091615e-005 
5.00000000e-001 6.56250000e+000 0.00000000e+000 1.13041687e-005 2.07132248e-005 1.87699936e-005 1.61212962e-005 
5.00000000e-001 1.09375000e+001 0.00000000e+000 1.84186764e-005 3.00475047e-005 2.61437184e-005 2.14265773e-005 
5.00000000e-001 1.53125000e+001 0.00000000e+000 3.08232394e-005 4.31602074e-005 3.57196647e-005 2.79357045e-005 
5.00000000e-001 1.96875000e+001 0.00000000e+000 5.19448434e-005 6.04489106e-005 4.71549420e-005 3.50811379e-005 
5.00000000e-001 2.40625000e+001 0.00000000e+000 8.91960773e-005 8.33186961e-005 6.05760644e-005 4.26062490e-005 
5.00000000e-001 2.84375000e+001 0.00000000e+000 1.79045174e-004 1.24622816e-004 8.21660009e-005 5.34298473e-005 
5.00000000e-001 3.28125000e+001 0.00000000e+000 2.89349752e-004 1.66559112e-004 1.03039855e-004 6.36184692e-005 
7.50000000e-001 2.18750000e+000 0.00000000e+000 2.39220356e-006 7.84572981e-006 8.70242031e-006 9.00045936e-006 
7.50000000e-001 6.56250000e+000 0.00000000e+000 3.73227617e-006 1.07945176e-005 1.14443928e-005 1.12337000e-005 
7.50000000e-001 1.09375000e+001 0.00000000e+000 7.10485289e-006 1.67987823e-005 1.67046948e-005 1.53850629e-005 
7.50000000e-001 1.53125000e+001 0.00000000e+000 1.43701131e-005 2.65368534e-005 2.43705345e-005 2.09410964e-005 
7.50000000e-001 1.96875000e+001 0.00000000e+000 3.00944031e-005 4.18433130e-005 3.50072848e-005 2.78350414e-005 
7.50000000e-001 2.40625000e+001 0.00000000e+000 6.60289542e-005 6.66051904e-005 5.00043923e-005 3.63824125e-005 
7.50000000e-001 2.84375000e+001 0.00000000e+000 1.82054944e-004 1.21102540e-004 7.87719308e-005 5.08442390e-005 
7.50000000e-001 3.28125000e+001 0.00000000e+000 3.68074900e-004 1.83591983e-004 1.08893179e-004 6.51382063e-005 
1.00000000e+000 2.18750000e+000 0.00000000e+000 7.29148849e-007 3.95423123e-006 5.19136536e-006 6.18573980e-006 
1.00000000e+000 6.56250000e+000 0.00000000e+000 1.26901388e-006 5.69025599e-006 7.02550903e-006 7.85723045e-006 
1.00000000e+000 1.09375000e+001 0.00000000e+000 2.87467316e-006 9.60567633e-006 1.08265387e-005 1.11380299e-005 
1.00000000e+000 1.53125000e+001 0.00000000e+000 7.07241477e-006 1.68340054e-005 1.69854110e-005 1.59041759e-005 
1.00000000e+000 1.96875000e+001 0.00000000e+000 1.83523472e-005 3.00201033e-005 2.66897730e-005 2.24769977e-005 
1.00000000e+000 2.40625000e+001 0.00000000e+000 5.08821416e-005 5.51095382e-005 4.24704936e-005 3.17187092e-005 
1.00000000e+000 2.84375000e+001 0.00000000e+000 1.90137843e-004 1.20760500e-004 7.73860064e-005 4.93798357e-005 
1.00000000e+000 3.28125000e+001 0.00000000e+000 4.89653253e-004 2.07394335e-004 1.17521141e-004 6.78498256e-005 
1.25000000e+000 2.18750000e+000 0.00000000e+000 2.24390128e-007 1.99952924e-006 3.10273309e-006 4.25554316e-006 
1.25000000e+000 6.56250000e+000 0.00000000e+000 4.42353317e-007 3.03168543e-006 4.34093306e-006 5.51560354e-006 
1.25000000e+000 1.09375000e+001 0.00000000e+000 1.20471433e-006 5.59905742e-006 7.10687963e-006 8.12520999e-006 
1.25000000e+000 1.53125000e+001 0.00000000e+000 3.60714918e-006 1.09391090e-005 1.20487720e-005 1.22182569e-005 
1.25000000e+000 1.96875000e+001 0.00000000e+000 1.15471685e-005 2.20786371e-005 2.07608197e-005 1.84131859e-005 
1.25000000e+000 2.40625000e+001 0.00000000e+000 4.01277209e-005 4.65707142e-005 3.67682609e-005 2.80833710e-005 
1.25000000e+000 2.84375000e+001 0.00000000e+000 2.02268764e-004 1.22122247e-004 7.71089997e-005 4.86004166e-005 
1.25000000e+000 3.28125000e+001 0.00000000e+000 6.79066445e-004 2.38333043e-004 1.28558322e-004 7.14797651e-005 
1.50000000e+000 2.18750000e+000 0.00000000e+000 6.96828619e-008 1.01440947e-006 1.85790710e-006 2.93058041e-006 
1.50000000e+000 6.56250000e+000 0.00000000e+000 1.57444339e-007 1.63113605e-006 2.69872983e-006 3.88544989e-006 
1.50000000e+000 1.09375000e+001 0.00000000e+000 5.18244577e-007 3.31685759e-006 4.71822892e-006 5.96933166e-006 
