TITLE="DIR08_SCB_EB_E_WD280.dat"
VARIABLES= "Density" "Radius" "Height" "0.1053" "0.356" "0.6617" "1.3325" 
ZONE T="3D Data" I=11 J=8 K=3 F=POINT
0.00000000e+000 8.75000000e+000 0.00000000e+000 1.09210944e-004 7.43994921e-005 4.69558942e-005 2.89624617e-005 
0.00000000e+000 1.51554446e+001 0.00000000e+000 1.28085714e-004 8.67136285e-005 5.52425072e-005 3.45491667e-005 
0.00000000e+000 1.95655948e+001 0.00000000e+000 1.57037939e-004 1.05965750e-004 6.74899522e-005 4.20918498e-005 
0.00000000e+000 2.31503240e+001 0.00000000e+000 1.87424275e-004 1.26189947e-004 8.02395021e-005 4.98288698e-005 
0.00000000e+000 2.62500000e+001 0.00000000e+000 2.16314487e-004 1.45430240e-004 9.22994999e-005 5.70963001e-005 
0.00000000e+000 2.90204669e+001 0.00000000e+000 2.38856703e-004 1.60368586e-004 1.01681988e-004 6.27847113e-005 
0.00000000e+000 3.15485737e+001 0.00000000e+000 2.57710266e-004 1.72882509e-004 1.09579981e-004 6.76162931e-005 
0.00000000e+000 3.38886043e+001 0.00000000e+000 2.72012573e-004 1.82408304e-004 1.15661382e-004 7.14169245e-005 
2.50000000e-001 8.75000000e+000 0.00000000e+000 3.45736529e-005 3.83249310e-005 2.84777105e-005 2.01472858e-005 
2.50000000e-001 1.51554446e+001 0.00000000e+000 4.73134933e-005 4.81986202e-005 3.53621331e-005 2.49454053e-005 
2.50000000e-001 1.95655948e+001 0.00000000e+000 6.77844097e-005 6.38859361e-005 4.58220096e-005 3.16699235e-005 
2.50000000e-001 2.31503240e+001 0.00000000e+000 9.60324825e-005 8.34209366e-005 5.82734188e-005 3.93106656e-005 
2.50000000e-001 2.62500000e+001 0.00000000e+000 1.37166672e-004 1.07977557e-004 7.29872029e-005 4.78286988e-005 
2.50000000e-001 2.90204669e+001 0.00000000e+000 1.97150261e-004 1.38233684e-004 8.98503275e-005 5.69339809e-005 
2.50000000e-001 3.15485737e+001 0.00000000e+000 2.42447463e-004 1.61406937e-004 1.02965383e-004 6.41630867e-005 
2.50000000e-001 3.38886043e+001 0.00000000e+000 2.77755291e-004 1.78775366e-004 1.12806730e-004 6.96671081e-005 
5.00000000e-001 8.75000000e+000 0.00000000e+000 1.17071030e-005 2.01982869e-005 1.74971929e-005 1.41112652e-005 
5.00000000e-001 1.51554446e+001 0.00000000e+000 2.01734892e-005 2.82964315e-005 2.33750268e-005 1.83250702e-005 
5.00000000e-001 1.95655948e+001 0.00000000e+000 3.50288171e-005 4.14767267e-005 3.25362339e-005 2.44265697e-005 
5.00000000e-001 2.31503240e+001 0.00000000e+000 5.99524832e-005 6.01792887e-005 4.46871778e-005 3.19874827e-005 
5.00000000e-001 2.62500000e+001 0.00000000e+000 1.06901040e-004 8.84951175e-005 6.15059854e-005 4.15857104e-005 
5.00000000e-001 2.90204669e+001 0.00000000e+000 1.95975356e-004 1.31508644e-004 8.48242064e-005 5.37437067e-005 
5.00000000e-001 3.15485737e+001 0.00000000e+000 2.68069243e-004 1.64120666e-004 1.02500706e-004 6.30853151e-005 
5.00000000e-001 3.38886043e+001 0.00000000e+000 3.34424004e-004 1.90071005e-004 1.16161893e-004 7.02479264e-005 
7.50000000e-001 8.75000000e+000 0.00000000e+000 4.20329008e-006 1.08767735e-005 1.08859385e-005 9.94974646e-006 
7.50000000e-001 1.51554446e+001 0.00000000e+000 9.42944683e-006 1.73580890e-005 1.58843578e-005 1.36741335e-005 
7.50000000e-001 1.95655948e+001 0.00000000e+000 1.99281007e-005 2.83881293e-005 2.39313669e-005 1.92411673e-005 
7.50000000e-001 2.31503240e+001 0.00000000e+000 4.09158447e-005 4.58803697e-005 3.56314661e-005 2.66761791e-005 
