TITLE="DIR08_SCB_ER_E_WD210.dat"
VARIABLES= "Density" "Radius" "Height" "0.1053" "0.356" "0.6617" "1.3325" 
ZONE T="3D Data" I=11 J=8 K=3 F=POINT
0.00000000e+000 2.18750000e+000 0.00000000e+000 8.51232068e-005 5.92379042e-005 3.81132021e-005 2.45728830e-005 
0.00000000e+000 6.56250000e+000 0.00000000e+000 9.82956816e-005 6.78292864e-005 4.38830059e-005 2.82770807e-005 
0.00000000e+000 1.09375000e+001 0.00000000e+000 1.27730094e-004 8.71952629e-005 5.61588995e-005 3.56986303e-005 
0.00000000e+000 1.53125000e+001 0.00000000e+000 1.64731157e-004 1.11813768e-004 7.15749866e-005 4.49098724e-005 
0.00000000e+000 1.96875000e+001 0.00000000e+000 2.03212548e-004 1.37326431e-004 8.74812084e-005 5.43841331e-005 
0.00000000e+000 2.40625000e+001 0.00000000e+000 2.34227481e-004 1.57856449e-004 1.00342884e-004 6.21408896e-005 
0.00000000e+000 2.84375000e+001 0.00000000e+000 2.52351588e-004 1.69848720e-004 1.08045299e-004 6.70117158e-005 
0.00000000e+000 3.28125000e+001 0.00000000e+000 2.61671777e-004 1.75890194e-004 1.12132447e-004 6.98735112e-005 
2.50000000e-001 2.18750000e+000 0.00000000e+000 2.51649523e-005 2.95564402e-005 2.26056058e-005 1.68363368e-005 
2.50000000e-001 6.56250000e+000 0.00000000e+000 3.01769610e-005 3.44552340e-005 2.63587165e-005 1.95437686e-005 
2.50000000e-001 1.09375000e+001 0.00000000e+000 4.24200791e-005 4.60362325e-005 3.46731530e-005 2.51475032e-005 
2.50000000e-001 1.53125000e+001 0.00000000e+000 6.15685037e-005 6.26850381e-005 4.61387400e-005 3.25989325e-005 
2.50000000e-001 1.96875000e+001 0.00000000e+000 8.93215430e-005 8.37408359e-005 5.99202398e-005 4.11806160e-005 
2.50000000e-001 2.40625000e+001 0.00000000e+000 1.27747494e-004 1.07869526e-004 7.46458527e-005 4.98503936e-005 
2.50000000e-001 2.84375000e+001 0.00000000e+000 1.94418401e-004 1.40224141e-004 9.23543579e-005 5.93088093e-005 
2.50000000e-001 3.28125000e+001 0.00000000e+000 2.57807258e-004 1.67790717e-004 1.06945415e-004 6.69849474e-005 
5.00000000e-001 2.18750000e+000 0.00000000e+000 7.52111431e-006 1.47994097e-005 1.34344397e-005 1.15475035e-005 
5.00000000e-001 6.56250000e+000 0.00000000e+000 9.63660525e-006 1.77366784e-005 1.59527168e-005 1.35617350e-005 
5.00000000e-001 1.09375000e+001 0.00000000e+000 1.53284277e-005 2.50462728e-005 2.17826996e-005 1.78810150e-005 
5.00000000e-001 1.53125000e+001 0.00000000e+000 2.62008036e-005 3.69153847e-005 3.06216880e-005 2.40439573e-005 
5.00000000e-001 1.96875000e+001 0.00000000e+000 4.65892477e-005 5.47716114e-005 4.28306418e-005 3.19369731e-005 
5.00000000e-001 2.40625000e+001 0.00000000e+000 8.54216837e-005 8.07984337e-005 5.88324584e-005 4.13424834e-005 
5.00000000e-001 2.84375000e+001 0.00000000e+000 1.84864154e-004 1.29040008e-004 8.48245981e-005 5.48026925e-005 
5.00000000e-001 3.28125000e+001 0.00000000e+000 3.05766122e-004 1.76315543e-004 1.08854036e-004 6.68122806e-005 
7.50000000e-001 2.18750000e+000 0.00000000e+000 2.27219780e-006 7.43653454e-006 7.99988621e-006 7.92824526e-006 
7.50000000e-001 6.56250000e+000 0.00000000e+000 3.18782946e-006 9.24704582e-006 9.72584925e-006 9.44759574e-006 
7.50000000e-001 1.09375000e+001 0.00000000e+000 5.91535066e-006 1.39957564e-005 1.39060173e-005 1.28274053e-005 
7.50000000e-001 1.53125000e+001 0.00000000e+000 1.21478689e-005 2.26251634e-005 2.08414856e-005 1.79927633e-005 
