TITLE="DIR04_SCB_ER_E_WD070.dat"
VARIABLES= "Density" "Radius" "Height" "0.1053" "0.356" "0.6617" "1.3325" 
ZONE T="3D Data" I=11 J=4 K=3 F=POINT
0.00000000e+000 4.37500000e+000 0.00000000e+000 2.71783898e-004 1.83743087e-004 1.18314985e-004 7.45809971e-005 
0.00000000e+000 1.31250000e+001 0.00000000e+000 2.40986826e-004 1.63384461e-004 1.05153292e-004 6.64148210e-005 
0.00000000e+000 2.18750000e+001 0.00000000e+000 2.08028512e-004 1.41327058e-004 9.11077226e-005 5.78008397e-005 
0.00000000e+000 3.06250000e+001 0.00000000e+000 2.18093753e-004 1.47938807e-004 9.46517466e-005 5.94280360e-005 
2.50000000e-001 4.37500000e+000 0.00000000e+000 8.31110087e-005 9.31505280e-005 7.09609133e-005 5.14850007e-005 
2.50000000e-001 1.31250000e+001 0.00000000e+000 8.80203772e-005 9.01132502e-005 6.68916794e-005 4.77146496e-005 
2.50000000e-001 2.18750000e+001 0.00000000e+000 1.07232377e-004 9.25588824e-005 6.54570698e-005 4.51402550e-005 
2.50000000e-001 3.06250000e+001 0.00000000e+000 1.90453193e-004 1.30373529e-004 8.47103180e-005 5.42447866e-005 
5.00000000e-001 4.37500000e+000 0.00000000e+000 2.63386022e-005 4.77883974e-005 4.28478206e-005 3.56676217e-005 
5.00000000e-001 1.31250000e+001 0.00000000e+000 3.71827631e-005 5.25061401e-005 4.39509858e-005 3.48846106e-005 
5.00000000e-001 2.18750000e+001 0.00000000e+000 7.08020102e-005 6.80109687e-005 5.05747258e-005 3.67485256e-005 
5.00000000e-001 3.06250000e+001 0.00000000e+000 2.07255322e-004 1.29848465e-004 8.24899024e-005 5.21855779e-005 
7.50000000e-001 4.37500000e+000 0.00000000e+000 8.62545133e-006 2.47998490e-005 2.60437934e-005 2.47963184e-005 
7.50000000e-001 1.31250000e+001 0.00000000e+000 1.72549554e-005 3.19900172e-005 2.97015245e-005 2.59153249e-005 
7.50000000e-001 2.18750000e+001 0.00000000e+000 5.13336186e-005 5.34419710e-005 4.10628505e-005 3.08948188e-005 
7.50000000e-001 3.06250000e+001 0.00000000e+000 2.40444703e-004 1.35971700e-004 8.38236363e-005 5.18514595e-005 
1.00000000e+000 4.37500000e+000 0.00000000e+000 2.90841105e-006 1.30118460e-005 1.59317513e-005 1.72979026e-005 
1.00000000e+000 1.31250000e+001 0.00000000e+000 8.48643641e-006 2.01780263e-005 2.05528293e-005 1.95298004e-005 
1.00000000e+000 2.18750000e+001 0.00000000e+000 3.88229626e-005 4.36124489e-005 3.44338953e-005 2.66034547e-005 
1.00000000e+000 3.06250000e+001 0.00000000e+000 2.91562568e-004 1.45913152e-004 8.71008569e-005 5.25363762e-005 
1.25000000e+000 4.37500000e+000 0.00000000e+000 1.00589875e-006 6.89801302e-006 9.80637048e-006 1.21076982e-005 
1.25000000e+000 1.31250000e+001 0.00000000e+000 4.33303182e-006 1.30674317e-005 1.45022046e-005 1.49046641e-005 
1.25000000e+000 2.18750000e+001 0.00000000e+000 3.01170830e-005 3.63974731e-005 2.94874930e-005 2.33131078e-005 
1.25000000e+000 3.06250000e+001 0.00000000e+000 3.70217877e-004 1.59181083e-004 9.17318007e-005 5.38860411e-005 
1.50000000e+000 4.37500000e+000 0.00000000e+000 3.55559739e-007 3.69239616e-006 6.07193146e-006 8.50268063e-006 
1.50000000e+000 1.31250000e+001 0.00000000e+000 2.27070113e-006 8.63349684e-006 1.03965600e-005 1.15006964e-005 
1.50000000e+000 2.18750000e+001 0.00000000e+000 2.38003948e-005 3.08223107e-005 2.56096674e-005 2.06927492e-005 
1.50000000e+000 3.06250000e+001 0.00000000e+000 4.95142419e-004 1.76164845e-004 9.75575301e-005 5.57277975e-005 
1.75000000e+000 4.37500000e+000 0.00000000e+000 1.28042063e-007 1.99426583e-006 3.78091870e-006 5.99013374e-006 
1.75000000e+000 1.31250000e+001 0.00000000e+000 1.21338260e-006 5.79238901e-006 7.54984145e-006 8.95891306e-006 
1.75000000e+000 2.18750000e+001 0.00000000e+000 1.90897998e-005 2.63760613e-005 2.24639381e-005 1.85413398e-005 
1.75000000e+000 3.06250000e+001 0.00000000e+000 7.01824247e-004 1.97763933e-004 1.04623013e-004 5.79853549e-005 
2.00000000e+000 4.37500000e+000 0.00000000e+000 4.68493491e-008 1.08602663e-006 2.36696263e-006 4.23311792e-006 
2.00000000e+000 1.31250000e+001 0.00000000e+000 6.58502503e-007 3.93343551e-006 5.54040090e-006 7.03622208e-006 
2.00000000e+000 2.18750000e+001 0.00000000e+000 1.55032521e-005 2.27563638e-005 1.98515575e-005 1.67325889e-005 
2.00000000e+000 3.06250000e+001 0.00000000e+000 1.05911942e-003 2.25365498e-004 1.13093066e-004 6.06359590e-005 
2.25000000e+000 4.37500000e+000 0.00000000e+000 1.73774797e-008 5.95914305e-007 1.48928526e-006 3.00041620e-006 
2.25000000e+000 1.31250000e+001 0.00000000e+000 3.61962222e-007 2.69720359e-006 4.10099417e-006 5.56515397e-006 
2.25000000e+000 2.18750000e+001 0.00000000e+000 1.27259116e-005 1.97664164e-005 1.76461605e-005 1.51841471e-005 
