TITLE="DIR08_SCB_EB_E_WD245.dat"
VARIABLES= "Density" "Radius" "Height" "0.1053" "0.356" "0.6617" "1.3325" 
ZONE T="3D Data" I=11 J=8 K=3 F=POINT
0.00000000e+000 8.75000000e+000 0.00000000e+000 1.04823527e-004 7.18118042e-005 4.58054421e-005 2.88011045e-005 
0.00000000e+000 1.51554446e+001 0.00000000e+000 1.40229853e-004 9.51535852e-005 6.08594063e-005 3.82331249e-005 
0.00000000e+000 1.95655948e+001 0.00000000e+000 1.77492375e-004 1.19928838e-004 7.64438780e-005 4.76414998e-005 
0.00000000e+000 2.31503240e+001 0.00000000e+000 2.10298995e-004 1.41665956e-004 9.00388926e-005 5.58022423e-005 
0.00000000e+000 2.62500000e+001 0.00000000e+000 2.35293340e-004 1.58245835e-004 1.00449809e-004 6.21060263e-005 
0.00000000e+000 2.90204669e+001 0.00000000e+000 2.52924283e-004 1.69921323e-004 1.07838364e-004 6.66505580e-005 
0.00000000e+000 3.15485737e+001 0.00000000e+000 2.64158639e-004 1.77397376e-004 1.12658711e-004 6.97186012e-005 
0.00000000e+000 3.38886043e+001 0.00000000e+000 2.72476514e-004 1.82899703e-004 1.16276236e-004 7.21086670e-005 
2.50000000e-001 8.75000000e+000 0.00000000e+000 3.32331719e-005 3.70324577e-005 2.78071674e-005 2.00513765e-005 
2.50000000e-001 1.51554446e+001 0.00000000e+000 5.17807902e-005 5.29605811e-005 3.90160032e-005 2.76421514e-005 
2.50000000e-001 1.95655948e+001 0.00000000e+000 7.67602030e-005 7.24850112e-005 5.20205841e-005 3.59114194e-005 
2.50000000e-001 2.31503240e+001 0.00000000e+000 1.08106803e-004 9.38918742e-005 6.55275269e-005 4.40916870e-005 
2.50000000e-001 2.62500000e+001 0.00000000e+000 1.49183408e-004 1.17472997e-004 7.94199564e-005 5.20165211e-005 
2.50000000e-001 2.90204669e+001 0.00000000e+000 2.07347442e-004 1.45769534e-004 9.49263898e-005 6.02662936e-005 
2.50000000e-001 3.15485737e+001 0.00000000e+000 2.48512955e-004 1.65266868e-004 1.05624074e-004 6.60307016e-005 
2.50000000e-001 3.38886043e+001 0.00000000e+000 2.77064269e-004 1.78465612e-004 1.12958466e-004 7.01154352e-005 
5.00000000e-001 8.75000000e+000 0.00000000e+000 1.12451622e-005 1.95246125e-005 1.70949229e-005 1.40526746e-005 
5.00000000e-001 1.51554446e+001 0.00000000e+000 2.18552819e-005 3.10054832e-005 2.57677290e-005 2.03098745e-005 
5.00000000e-001 1.95655948e+001 0.00000000e+000 3.93856214e-005 4.69767267e-005 3.69297734e-005 2.77146476e-005 
5.00000000e-001 2.31503240e+001 0.00000000e+000 6.74080322e-005 6.77423458e-005 5.02816905e-005 3.59076527e-005 
5.00000000e-001 2.62500000e+001 0.00000000e+000 1.16268258e-004 9.62610747e-005 6.69167964e-005 4.52213610e-005 
5.00000000e-001 2.90204669e+001 0.00000000e+000 2.05721899e-004 1.38319670e-004 8.93949348e-005 5.67690581e-005 
5.00000000e-001 3.15485737e+001 0.00000000e+000 2.77222090e-004 1.68533889e-004 1.05265940e-004 6.49229561e-005 
5.00000000e-001 3.38886043e+001 0.00000000e+000 3.33824708e-004 1.89756489e-004 1.16229373e-004 7.06084759e-005 
7.50000000e-001 8.75000000e+000 0.00000000e+000 4.02772386e-006 1.05110721e-005 1.06375013e-005 9.91248862e-006 
7.50000000e-001 1.51554446e+001 0.00000000e+000 1.00771384e-005 1.89142164e-005 1.74625579e-005 1.51429724e-005 
7.50000000e-001 1.95655948e+001 0.00000000e+000 2.21991881e-005 3.20213801e-005 2.71114707e-005 2.18233450e-005 
7.50000000e-001 2.31503240e+001 0.00000000e+000 4.59214711e-005 5.16065989e-005 4.00876352e-005 2.99564961e-005 
7.50000000e-001 2.62500000e+001 0.00000000e+000 9.76886603e-005 8.32942815e-005 5.87406677e-005 4.04057727e-005 
7.50000000e-001 2.90204669e+001 0.00000000e+000 2.15182664e-004 1.37420231e-004 8.74050055e-005 5.49380265e-005 
7.50000000e-001 3.15485737e+001 0.00000000e+000 3.26827103e-004 1.78980394e-004 1.08409991e-004 6.53717487e-005 
7.50000000e-001 3.38886043e+001 0.00000000e+000 4.32451611e-004 2.10418730e-004 1.23501309e-004 7.27289225e-005 
1.00000000e+000 8.75000000e+000 0.00000000e+000 1.51311127e-006 5.76909115e-006 6.69605279e-006 7.03606668e-006 
1.00000000e+000 1.51554446e+001 0.00000000e+000 4.91761057e-006 1.19172677e-005 1.20950077e-005 1.14397284e-005 
1.00000000e+000 1.95655948e+001 0.00000000e+000 1.31968143e-005 2.26169856e-005 2.04268422e-005 1.74764228e-005 
1.00000000e+000 2.31503240e+001 0.00000000e+000 3.27285601e-005 4.06921373e-005 3.28369358e-005 2.54676829e-005 
1.00000000e+000 2.62500000e+001 0.00000000e+000 8.48311385e-005 7.42867457e-005 5.29200520e-005 3.68215624e-005 
1.00000000e+000 2.90204669e+001 0.00000000e+000 2.30129108e-004 1.39534487e-004 8.72501320e-005 5.41028370e-005 
1.00000000e+000 3.15485737e+001 0.00000000e+000 3.98818069e-004 1.94147227e-004 1.13735302e-004 6.68323765e-005 
1.00000000e+000 3.38886043e+001 0.00000000e+000 5.92098836e-004 2.39487673e-004 1.33877609e-004 7.60498826e-005 
1.25000000e+000 8.75000000e+000 0.00000000e+000 5.91081668e-007 3.22277343e-006 4.26104580e-006 5.02462076e-006 
1.25000000e+000 1.51554446e+001 0.00000000e+000 2.49181461e-006 7.69888276e-006 8.53055140e-006 8.74300162e-006 
1.25000000e+000 1.95655948e+001 0.00000000e+000 8.11083805e-006 1.63816079e-005 1.56995895e-005 1.41920519e-005 
1.25000000e+000 2.31503240e+001 0.00000000e+000 2.39648193e-005 3.28171617e-005 2.74191528e-005 2.19708565e-005 
