TITLE="DIR04_SCB_ER_E_WD035.dat"
VARIABLES= "Density" "Radius" "Height" "0.1053" "0.356" "0.6617" "1.3325" 
ZONE T="3D Data" I=11 J=4 K=3 F=POINT
0.00000000e+000 4.37500000e+000 0.00000000e+000 3.25321375e-004 2.19507467e-004 1.40490155e-004 8.76024344e-005 
0.00000000e+000 1.31250000e+001 0.00000000e+000 2.47048528e-004 1.67360575e-004 1.08143583e-004 6.86825518e-005 
0.00000000e+000 2.18750000e+001 0.00000000e+000 1.96860826e-004 1.34066674e-004 8.65875828e-005 5.52063883e-005 
0.00000000e+000 3.06250000e+001 0.00000000e+000 2.15008186e-004 1.46016537e-004 9.34128359e-005 5.86066066e-005 
2.50000000e-001 4.37500000e+000 0.00000000e+000 9.94661439e-005 1.11257594e-004 8.42440308e-005 6.04641543e-005 
2.50000000e-001 1.31250000e+001 0.00000000e+000 9.06679359e-005 9.23889220e-005 6.88039495e-005 4.93352039e-005 
2.50000000e-001 2.18750000e+001 0.00000000e+000 1.02576666e-004 8.81125868e-005 6.23118479e-005 4.31322585e-005 
2.50000000e-001 3.06250000e+001 0.00000000e+000 1.87678424e-004 1.28697170e-004 8.36058033e-005 5.34846714e-005 
5.00000000e-001 4.37500000e+000 0.00000000e+000 3.15365610e-005 5.70773813e-005 5.08642794e-005 4.18837702e-005 
5.00000000e-001 1.31250000e+001 0.00000000e+000 3.88456432e-005 5.41102965e-005 4.53251982e-005 3.61065843e-005 
5.00000000e-001 2.18750000e+001 0.00000000e+000 6.88890612e-005 6.53377472e-005 4.84263853e-005 3.52204892e-005 
5.00000000e-001 3.06250000e+001 0.00000000e+000 2.03167934e-004 1.28029815e-004 8.13846514e-005 5.14502025e-005 
7.50000000e-001 4.37500000e+000 0.00000000e+000 1.03386529e-005 2.96264106e-005 3.09173952e-005 2.91164314e-005 
7.50000000e-001 1.31250000e+001 0.00000000e+000 1.83167741e-005 3.32239110e-005 3.07659307e-005 2.68779484e-005 
7.50000000e-001 2.18750000e+001 0.00000000e+000 5.05731593e-005 5.18355408e-005 3.96041513e-005 2.97430921e-005 
7.50000000e-001 3.06250000e+001 0.00000000e+000 2.33571874e-004 1.33686643e-004 8.25881902e-005 5.10970934e-005 
1.00000000e+000 4.37500000e+000 0.00000000e+000 3.49133830e-006 1.55505296e-005 1.89158626e-005 2.03118004e-005 
1.00000000e+000 1.31250000e+001 0.00000000e+000 9.13918017e-006 2.11428830e-005 2.14083787e-005 2.03126481e-005 
1.00000000e+000 2.18750000e+001 0.00000000e+000 3.85838892e-005 4.26504869e-005 3.34462440e-005 2.57407494e-005 
1.00000000e+000 3.06250000e+001 0.00000000e+000 2.79581999e-004 1.42868175e-004 8.56239415e-005 5.17218630e-005 
1.25000000e+000 4.37500000e+000 0.00000000e+000 1.20965292e-006 8.24871136e-006 1.16461518e-005 1.42182071e-005 
1.25000000e+000 1.31250000e+001 0.00000000e+000 4.72300962e-006 1.38155869e-005 1.51991527e-005 1.55548327e-005 
1.25000000e+000 2.18750000e+001 0.00000000e+000 3.01281651e-005 3.58334451e-005 2.88225907e-005 2.26704612e-005 
1.25000000e+000 3.06250000e+001 0.00000000e+000 3.48740068e-004 1.55036986e-004 8.99072248e-005 5.29737126e-005 
1.50000000e+000 4.37500000e+000 0.00000000e+000 4.28390843e-007 4.41868745e-006 7.21367721e-006 9.98598484e-006 
1.50000000e+000 1.31250000e+001 0.00000000e+000 2.49997941e-006 9.20583019e-006 1.09651967e-005 1.20475605e-005 
1.50000000e+000 2.18750000e+001 0.00000000e+000 2.39342841e-005 3.05103112e-005 2.51682093e-005 2.02173407e-005 
1.50000000e+000 3.06250000e+001 0.00000000e+000 4.55529837e-004 1.70466846e-004 9.52688421e-005 5.46815848e-005 
1.75000000e+000 4.37500000e+000 0.00000000e+000 1.54563272e-007 2.38860015e-006 4.49388956e-006 7.03632382e-006 
1.75000000e+000 1.31250000e+001 0.00000000e+000 1.34714283e-006 6.22488066e-006 8.01222400e-006 9.42207351e-006 
1.75000000e+000 2.18750000e+001 0.00000000e+000 1.92826872e-005 2.62272726e-005 2.21791770e-005 1.81932890e-005 
1.75000000e+000 3.06250000e+001 0.00000000e+000 6.26707102e-004 1.89865317e-004 1.01729382e-004 5.67682693e-005 
2.00000000e+000 4.37500000e+000 0.00000000e+000 5.66578514e-008 1.30201004e-006 2.81478759e-006 4.97353332e-006 
2.00000000e+000 1.31250000e+001 0.00000000e+000 7.36318870e-007 4.25713938e-006 5.91454462e-006 7.42975186e-006 
2.00000000e+000 2.18750000e+001 0.00000000e+000 1.57217757e-005 2.27150038e-005 1.96780805e-005 1.64819310e-005 
2.00000000e+000 3.06250000e+001 0.00000000e+000 9.12851947e-004 2.14325922e-004 1.09415119e-004 5.92075895e-005 
2.25000000e+000 4.37500000e+000 0.00000000e+000 2.10527009e-008 7.15148339e-007 1.77210443e-006 3.52615153e-006 
2.25000000e+000 1.31250000e+001 0.00000000e+000 4.07231750e-007 2.93779988e-006 4.40225849e-006 5.89985314e-006 
2.25000000e+000 2.18750000e+001 0.00000000e+000 1.29521164e-005 1.97964316e-005 1.75525771e-005 1.50083475e-005 
2.25000000e+000 3.06250000e+001 0.00000000e+000 1.41231733e-003 2.45411636e-004 1.18530843e-004 6.20031011e-005 
2.50000000e+000 4.37500000e+000 0.00000000e+000 7.91461297e-009 3.95547542e-007 1.12102883e-006 2.50728580e-006 
2.50000000e+000 1.31250000e+001 0.00000000e+000 2.27498312e-007 2.04242300e-006 3.29895759e-006 4.71295055e-006 
2.50000000e+000 2.18750000e+001 0.00000000e+000 1.07681262e-005 1.73466966e-005 1.57261933e-005 1.37222092e-005 
2.50000000e+000 3.06250000e+001 0.00000000e+000 2.32144556e-003 2.85328205e-004 1.29357730e-004 6.51776742e-005 
0.00000000e+000 4.37500000e+000 1.00000000e+001 1.92433221e-004 1.30953020e-004 8.54657091e-005 5.51792132e-005 
