TITLE="DIR08_SCB_EB_E_WD105.dat"
VARIABLES= "Density" "Radius" "Height" "0.1053" "0.356" "0.6617" "1.3325" 
ZONE T="3D Data" I=11 J=8 K=3 F=POINT
0.00000000e+000 8.75000000e+000 0.00000000e+000 2.11674408e-004 1.43641595e-004 9.28560251e-005 5.91319924e-005 
0.00000000e+000 1.51554446e+001 0.00000000e+000 2.30770328e-004 1.56465501e-004 1.00239937e-004 6.28513518e-005 
0.00000000e+000 1.95655948e+001 0.00000000e+000 2.27586392e-004 1.54292482e-004 9.89332423e-005 6.20900706e-005 
0.00000000e+000 2.31503240e+001 0.00000000e+000 2.20153560e-004 1.49110000e-004 9.57791252e-005 6.03413629e-005 
0.00000000e+000 2.62500000e+001 0.00000000e+000 2.14208339e-004 1.45141493e-004 9.33108645e-005 5.89551924e-005 
0.00000000e+000 2.90204669e+001 0.00000000e+000 2.16020575e-004 1.46385054e-004 9.38686038e-005 5.91820037e-005 
0.00000000e+000 3.15485737e+001 0.00000000e+000 2.24044360e-004 1.51693456e-004 9.70098140e-005 6.09046118e-005 
0.00000000e+000 3.38886043e+001 0.00000000e+000 2.36223561e-004 1.59785064e-004 1.02001900e-004 6.38247479e-005 
2.50000000e-001 8.75000000e+000 0.00000000e+000 6.77144082e-005 7.44173162e-005 5.65474924e-005 4.12461538e-005 
2.50000000e-001 1.51554446e+001 0.00000000e+000 8.71459901e-005 8.79112491e-005 6.46540179e-005 4.56055326e-005 
2.50000000e-001 1.95655948e+001 0.00000000e+000 1.01824283e-004 9.43638636e-005 6.77722310e-005 4.69567797e-005 
2.50000000e-001 2.31503240e+001 0.00000000e+000 1.16984182e-004 9.96251434e-005 6.98999479e-005 4.76776403e-005 
2.50000000e-001 2.62500000e+001 0.00000000e+000 1.37180711e-004 1.07064023e-004 7.31549045e-005 4.89731341e-005 
2.50000000e-001 2.90204669e+001 0.00000000e+000 1.71698365e-004 1.22012259e-004 8.05466360e-005 5.24185038e-005 
2.50000000e-001 3.15485737e+001 0.00000000e+000 2.04995309e-004 1.37684833e-004 8.88536374e-005 5.65822942e-005 
2.50000000e-001 3.38886043e+001 0.00000000e+000 2.36212183e-004 1.53207402e-004 9.75177067e-005 6.12311618e-005 
5.00000000e-001 8.75000000e+000 0.00000000e+000 2.31287331e-005 3.94235498e-005 3.48795743e-005 2.89665640e-005 
5.00000000e-001 1.51554446e+001 0.00000000e+000 3.80749756e-005 5.22544159e-005 4.31252042e-005 3.37081035e-005 
5.00000000e-001 1.95655948e+001 0.00000000e+000 5.55713783e-005 6.28497034e-005 4.89286022e-005 3.65759711e-005 
5.00000000e-001 2.31503240e+001 0.00000000e+000 7.82819072e-005 7.42160736e-005 5.46668940e-005 3.92023122e-005 
5.00000000e-001 2.62500000e+001 0.00000000e+000 1.12220928e-004 8.96212569e-005 6.23253976e-005 4.27329798e-005 
5.00000000e-001 2.90204669e+001 0.00000000e+000 1.71304863e-004 1.15571356e-004 7.54232256e-005 4.89781658e-005 
5.00000000e-001 3.15485737e+001 0.00000000e+000 2.29587699e-004 1.40229946e-004 8.81557244e-005 5.52549286e-005 
5.00000000e-001 3.38886043e+001 0.00000000e+000 2.85538461e-004 1.63196608e-004 1.00295441e-004 6.15012954e-005 
7.50000000e-001 8.75000000e+000 0.00000000e+000 8.36116996e-006 2.13273586e-005 2.17799612e-005 2.04778999e-005 
7.50000000e-001 1.51554446e+001 0.00000000e+000 1.81936233e-005 3.24689425e-005 2.95964438e-005 2.53303275e-005 
7.50000000e-001 1.95655948e+001 0.00000000e+000 3.32564028e-005 4.43187978e-005 3.67517922e-005 2.91954564e-005 
7.50000000e-001 2.31503240e+001 0.00000000e+000 5.68911591e-005 5.88179496e-005 4.47780895e-005 3.32268338e-005 
7.50000000e-001 2.62500000e+001 0.00000000e+000 9.81861096e-005 7.97079231e-005 5.57581382e-005 3.85856324e-005 
7.50000000e-001 2.90204669e+001 0.00000000e+000 1.79321945e-004 1.15229421e-004 7.38552431e-005 4.73288111e-005 
7.50000000e-001 3.15485737e+001 0.00000000e+000 2.70196945e-004 1.49351904e-004 9.09490248e-005 5.56027780e-005 
7.50000000e-001 3.38886043e+001 0.00000000e+000 3.66682627e-004 1.81497109e-004 1.06954625e-004 6.34926504e-005 
1.00000000e+000 8.75000000e+000 0.00000000e+000 3.16858313e-006 1.17627902e-005 1.37593159e-005 1.45698685e-005 
1.00000000e+000 1.51554446e+001 0.00000000e+000 9.16675846e-006 2.08609714e-005 2.07926684e-005 1.93137032e-005 
1.00000000e+000 1.95655948e+001 0.00000000e+000 2.07994978e-005 3.24095095e-005 2.84069624e-005 2.37666744e-005 
1.00000000e+000 2.31503240e+001 0.00000000e+000 4.27602021e-005 4.82190457e-005 3.77773863e-005 2.87965561e-005 
1.00000000e+000 2.62500000e+001 0.00000000e+000 8.79443023e-005 7.29348832e-005 5.12710657e-005 3.56446404e-005 
1.00000000e+000 2.90204669e+001 0.00000000e+000 1.90759986e-004 1.17290724e-004 7.39334452e-005 4.66722684e-005 
1.00000000e+000 3.15485737e+001 0.00000000e+000 3.27133133e-004 1.62239675e-004 9.56708709e-005 5.69519184e-005 
1.00000000e+000 3.38886043e+001 0.00000000e+000 4.91947604e-004 2.06451796e-004 1.16298081e-004 6.66456948e-005 
1.25000000e+000 8.75000000e+000 0.00000000e+000 1.24764963e-006 6.60247686e-006 8.78784855e-006 1.04304203e-005 
