TITLE="DIR08_SCB_ER_E_WD245.dat"
VARIABLES= "Density" "Radius" "Height" "0.1053" "0.356" "0.6617" "1.3325" 
ZONE T="3D Data" I=11 J=8 K=3 F=POINT
0.00000000e+000 2.18750000e+000 0.00000000e+000 9.57922006e-005 6.59872943e-005 4.16203898e-005 2.57498866e-005 
0.00000000e+000 6.56250000e+000 0.00000000e+000 9.89837339e-005 6.80075970e-005 4.32451859e-005 2.71139642e-005 
0.00000000e+000 1.09375000e+001 0.00000000e+000 1.14131538e-004 7.78724854e-005 4.98946540e-005 3.15270921e-005 
0.00000000e+000 1.53125000e+001 0.00000000e+000 1.42927197e-004 9.69488556e-005 6.19939505e-005 3.89226642e-005 
0.00000000e+000 1.96875000e+001 0.00000000e+000 1.79670042e-004 1.21370122e-004 7.73452304e-005 4.81820167e-005 
0.00000000e+000 2.40625000e+001 0.00000000e+000 2.17939896e-004 1.46738802e-004 9.32199627e-005 5.77231305e-005 
0.00000000e+000 2.84375000e+001 0.00000000e+000 2.48993960e-004 1.67320477e-004 1.06192606e-004 6.56381022e-005 
0.00000000e+000 3.28125000e+001 0.00000000e+000 2.68980640e-004 1.80587085e-004 1.14754177e-004 7.11011405e-005 
2.50000000e-001 2.18750000e+000 0.00000000e+000 2.83185562e-005 3.29234480e-005 2.46854775e-005 1.76420089e-005 
2.50000000e-001 6.56250000e+000 0.00000000e+000 3.03894721e-005 3.45372049e-005 2.59685954e-005 1.87347080e-005 
2.50000000e-001 1.09375000e+001 0.00000000e+000 3.78994704e-005 4.10795093e-005 3.07791352e-005 2.21923631e-005 
2.50000000e-001 1.53125000e+001 0.00000000e+000 5.32841590e-005 5.42282658e-005 3.98863823e-005 2.82116252e-005 
2.50000000e-001 1.96875000e+001 0.00000000e+000 7.86137743e-005 7.38057326e-005 5.28672802e-005 3.64310421e-005 
2.50000000e-001 2.40625000e+001 0.00000000e+000 1.18400471e-004 1.00161494e-004 6.93122475e-005 4.62992503e-005 
2.50000000e-001 2.84375000e+001 0.00000000e+000 1.93292254e-004 1.39041927e-004 9.12697161e-005 5.83381137e-005 
2.50000000e-001 3.28125000e+001 0.00000000e+000 2.65070786e-004 1.72933400e-004 1.09883181e-004 6.84002158e-005 
5.00000000e-001 2.18750000e+000 0.00000000e+000 8.46298232e-006 1.64845148e-005 1.46703310e-005 1.20996465e-005 
5.00000000e-001 6.56250000e+000 0.00000000e+000 9.72942296e-006 1.77894031e-005 1.57196053e-005 1.29993952e-005 
5.00000000e-001 1.09375000e+001 0.00000000e+000 1.37806272e-005 2.23834919e-005 1.93441609e-005 1.57767025e-005 
5.00000000e-001 1.53125000e+001 0.00000000e+000 2.27624838e-005 3.19469073e-005 2.64595192e-005 2.07907961e-005 
5.00000000e-001 1.96875000e+001 0.00000000e+000 4.09123169e-005 4.81886669e-005 3.77296486e-005 2.82169663e-005 
5.00000000e-001 2.40625000e+001 0.00000000e+000 7.85811006e-005 7.47855787e-005 5.45235337e-005 3.83576798e-005 
5.00000000e-001 2.84375000e+001 0.00000000e+000 1.83712400e-004 1.28123550e-004 8.39908793e-005 5.40189128e-005 
5.00000000e-001 3.28125000e+001 0.00000000e+000 3.09852375e-004 1.80833029e-004 1.11626133e-004 6.82213356e-005 
7.50000000e-001 2.18750000e+000 0.00000000e+000 2.55670468e-006 8.28274928e-006 8.73578000e-006 8.30709746e-006 
7.50000000e-001 6.56250000e+000 0.00000000e+000 3.23288687e-006 9.28707262e-006 9.58971415e-006 9.05700818e-006 
7.50000000e-001 1.09375000e+001 0.00000000e+000 5.37100975e-006 1.25507150e-005 1.23678988e-005 1.13213917e-005 
