TITLE="DIR04_SCB_EB_E_WD035.dat"
VARIABLES= "Density" "Radius" "Height" "0.1053" "0.356" "0.6617" "1.3325" 
ZONE T="3D Data" I=11 J=4 K=3 F=POINT
0.00000000e+000 1.23743687e+001 0.00000000e+000 2.66692845e-004 1.80448001e-004 1.16261677e-004 7.34309184e-005 
0.00000000e+000 2.14330352e+001 0.00000000e+000 1.97258580e-004 1.34327843e-004 8.68431818e-005 5.54529778e-005 
0.00000000e+000 2.76699295e+001 0.00000000e+000 2.01065546e-004 1.36826520e-004 8.77808879e-005 5.53537103e-005 
0.00000000e+000 3.27395021e+001 0.00000000e+000 2.24163324e-004 1.52053509e-004 9.71286786e-005 6.07754243e-005 
2.50000000e-001 1.23743687e+001 0.00000000e+000 9.28760425e-005 9.71244363e-005 7.26789824e-005 5.21282623e-005 
2.50000000e-001 2.14330352e+001 0.00000000e+000 9.88639901e-005 8.65154697e-005 6.15960106e-005 4.28939637e-005 
2.50000000e-001 2.76699295e+001 0.00000000e+000 1.45191874e-004 1.07701381e-004 7.20964622e-005 4.74534759e-005 
2.50000000e-001 3.27395021e+001 0.00000000e+000 2.13932984e-004 1.41755128e-004 9.08148606e-005 5.73045777e-005 
5.00000000e-001 1.23743687e+001 0.00000000e+000 3.70112660e-005 5.48549526e-005 4.67153542e-005 3.75564980e-005 
5.00000000e-001 2.14330352e+001 0.00000000e+000 6.34219180e-005 6.25661951e-005 4.70134472e-005 3.45968121e-005 
5.00000000e-001 2.76699295e+001 0.00000000e+000 1.33783616e-004 9.69007300e-005 6.48384543e-005 4.29998922e-005 
5.00000000e-001 3.27395021e+001 0.00000000e+000 2.46498541e-004 1.47243765e-004 9.16160411e-005 5.67103154e-005 
7.50000000e-001 1.23743687e+001 0.00000000e+000 1.63144866e-005 3.23210380e-005 3.08039441e-005 2.74397456e-005 
7.50000000e-001 2.14330352e+001 0.00000000e+000 4.44305606e-005 4.83527021e-005 3.77084040e-005 2.88211796e-005 
