TITLE="3SCB_ER_E_WD140.dat"
VARIABLES= "Density" "Radius" "Height" "0.1053" "0.356" "0.6617" "0.7889" "1.1732" "1.3325" "1.408" "2" "3" 
ZONE T="3D Data" I=11 J=8 K=3 F=POINT
0.00000000e+000 2.18750000e+000 0.00000000e+000 1.27122561e-004 8.69353080e-005 5.76545999e-005 5.18085919e-005 4.13565508e-005 3.84527680e-005 3.72415485e-005 2.93486211e-005 2.10691652e-005 
0.00000000e+000 6.56250000e+000 0.00000000e+000 1.49607887e-004 1.02345664e-004 6.68150713e-005 5.96502116e-005 4.69048084e-005 4.34238867e-005 4.19837531e-005 3.28118997e-005 2.34926575e-005 
0.00000000e+000 1.09375000e+001 0.00000000e+000 1.86579412e-004 1.26980010e-004 8.17047508e-005 7.24806793e-005 5.60956033e-005 5.16798084e-005 4.98663152e-005 3.85802205e-005 2.75099441e-005 
0.00000000e+000 1.53125000e+001 0.00000000e+000 2.16355876e-004 1.46629307e-004 9.37737634e-005 8.29744209e-005 6.37760579e-005 5.86202769e-005 5.65082978e-005 4.34909186e-005 3.09339596e-005 
0.00000000e+000 1.96875000e+001 0.00000000e+000 2.31014872e-004 1.56329009e-004 9.98464708e-005 8.83008523e-005 6.77650759e-005 6.22510157e-005 5.99931079e-005 4.61048689e-005 3.27632250e-005 
0.00000000e+000 2.40625000e+001 0.00000000e+000 2.32748654e-004 1.57327575e-004 1.00631879e-004 8.90622834e-005 6.84734039e-005 6.29342392e-005 6.06638823e-005 4.66625925e-005 3.31591241e-005 
0.00000000e+000 2.84375000e+001 0.00000000e+000 2.29731087e-004 1.55200105e-004 9.94688436e-005 8.81286754e-005 6.79537917e-005 6.25153967e-005 6.02835516e-005 4.64607479e-005 3.30298407e-005 
0.00000000e+000 3.28125000e+001 0.00000000e+000 2.36940219e-004 1.60057321e-004 1.02329770e-004 9.06048742e-005 6.98085858e-005 6.42201855e-005 6.19286077e-005 4.77446790e-005 3.39489032e-005 
2.50000000e-001 2.18750000e+000 0.00000000e+000 3.76051538e-005 4.33913284e-005 3.42063185e-005 3.20145691e-005 2.77004771e-005 2.63516533e-005 2.57650965e-005 2.14550590e-005 1.62488402e-005 
2.50000000e-001 6.56250000e+000 0.00000000e+000 4.61018159e-005 5.20955436e-005 4.01949022e-005 3.73277329e-005 3.17383255e-005 3.00430344e-005 2.93157800e-005 2.41720976e-005 1.82312358e-005 
2.50000000e-001 1.09375000e+001 0.00000000e+000 6.25057274e-005 6.73407782e-005 5.06051416e-005 4.65745430e-005 3.87806044e-005 3.64797731e-005 3.55055041e-005 2.88870558e-005 2.16323007e-005 
2.50000000e-001 1.53125000e+001 0.00000000e+000 8.19445351e-005 8.26729245e-005 6.06725081e-005 5.54790138e-005 4.55337461e-005 4.26449255e-005 4.14303015e-005 3.33688484e-005 2.48122052e-005 
2.50000000e-001 1.96875000e+001 0.00000000e+000 1.03401044e-004 9.59059649e-005 6.86150800e-005 6.23704350e-005 5.05833929e-005 4.72116293e-005 4.58014220e-005 3.65886391e-005 2.70103983e-005 
2.50000000e-001 2.40625000e+001 0.00000000e+000 1.29346879e-004 1.07985008e-004 7.49649386e-005 6.77089075e-005 5.42616206e-005 5.04782472e-005 4.89036727e-005 3.87534552e-005 2.83669271e-005 
2.50000000e-001 2.84375000e+001 0.00000000e+000 1.75426803e-004 1.26662233e-004 8.41236846e-005 7.52598490e-005 5.92495454e-005 5.48509746e-005 5.30332498e-005 4.15296492e-005 3.00101030e-005 
2.50000000e-001 3.28125000e+001 0.00000000e+000 2.29994894e-004 1.50617527e-004 9.64236172e-005 8.55004937e-005 6.61610366e-005 6.09607583e-005 5.88266765e-005 4.55616119e-005 3.25677003e-005 
5.00000000e-001 2.18750000e+000 0.00000000e+000 1.12428607e-005 2.17323352e-005 2.03341989e-005 1.98159755e-005 1.85750997e-005 1.80772995e-005 1.78426410e-005 1.56955941e-005 1.25374061e-005 
5.00000000e-001 6.56250000e+000 0.00000000e+000 1.47683141e-005 2.68663795e-005 2.43628980e-005 2.35092864e-005 2.15728256e-005 2.08691266e-005 2.05486230e-005 1.78569406e-005 1.41753906e-005 
5.00000000e-001 1.09375000e+001 0.00000000e+000 2.27981884e-005 3.68109700e-005 3.19029290e-005 3.03862095e-005 2.71004286e-005 2.59996077e-005 2.55135103e-005 2.17753262e-005 1.70900800e-005 
5.00000000e-001 1.53125000e+001 0.00000000e+000 3.55985287e-005 4.91287999e-005 4.05062989e-005 3.81116997e-005 3.31434281e-005 3.15652997e-005 3.08815791e-005 2.59165874e-005 2.00721057e-005 
5.00000000e-001 1.96875000e+001 0.00000000e+000 5.58493270e-005 6.36777660e-005 4.94961766e-005 4.59475665e-005 3.89219057e-005 3.67966985e-005 3.58904836e-005 2.96045449e-005 2.25734948e-005 
5.00000000e-001 2.40625000e+001 0.00000000e+000 9.00843883e-005 8.24140395e-005 5.97469058e-005 5.46065016e-005 4.49001544e-005 4.21001792e-005 4.09239568e-005 3.31000220e-005 2.47566473e-005 
5.00000000e-001 2.84375000e+001 0.00000000e+000 1.68751493e-004 1.17024147e-004 7.73080654e-005 6.91705958e-005 5.45841955e-005 5.05954274e-005 4.89482880e-005 3.85050245e-005 2.79983327e-005 
5.00000000e-001 3.28125000e+001 0.00000000e+000 2.72271549e-004 1.58077225e-004 9.79220322e-005 8.62474992e-005 6.59637096e-005 6.06056270e-005 5.84186663e-005 4.49915612e-005 3.20348316e-005 
7.50000000e-001 2.18750000e+000 0.00000000e+000 3.39664367e-006 1.09219424e-005 1.21113877e-005 1.22858031e-005 1.24702525e-005 1.24137804e-005 1.23682790e-005 1.14903048e-005 9.67839106e-006 
7.50000000e-001 6.56250000e+000 0.00000000e+000 4.89782862e-006 1.40290294e-005 1.48745747e-005 1.48989551e-005 1.47279536e-005 1.45537103e-005 1.44574449e-005 1.32278631e-005 1.10427730e-005 
7.50000000e-001 1.09375000e+001 0.00000000e+000 8.87738902e-006 2.06692704e-005 2.04428086e-005 2.01061486e-005 1.91312635e-005 1.86999359e-005 1.84936763e-005 1.65205307e-005 1.35626635e-005 
7.50000000e-001 1.53125000e+001 0.00000000e+000 1.68698011e-005 3.04448858e-005 2.77770147e-005 2.68023052e-005 2.45441217e-005 2.37311887e-005 2.33644884e-005 2.03554478e-005 1.63673615e-005 
7.50000000e-001 1.96875000e+001 0.00000000e+000 3.31281854e-005 4.46547257e-005 3.70630844e-005 3.49912792e-005 3.07101306e-005 2.93427694e-005 2.87484876e-005 2.43598202e-005 1.90967046e-005 
7.50000000e-001 2.40625000e+001 0.00000000e+000 6.82187868e-005 6.68363888e-005 4.98190274e-005 4.58810592e-005 3.83697391e-005 3.61696885e-005 3.52399641e-005 2.89142878e-005 2.19704183e-005 
7.50000000e-001 2.84375000e+001 0.00000000e+000 1.72198421e-004 1.14216781e-004 7.43587371e-005 6.63320842e-005 5.20897471e-005 4.82338181e-005 4.66464412e-005 3.66453067e-005 2.66541645e-005 
7.50000000e-001 3.28125000e+001 0.00000000e+000 3.42446138e-004 1.73642671e-004 1.03304027e-004 9.01633397e-005 6.77793323e-005 6.19854836e-005 5.96363383e-005 4.54573482e-005 3.20837087e-005 
1.00000000e+000 2.18750000e+000 0.00000000e+000 1.03669791e-006 5.50773641e-006 7.22775741e-006 7.62973706e-006 8.38143599e-006 8.53332942e-006 8.58185960e-006 8.41764634e-006 7.47495492e-006 
1.00000000e+000 6.56250000e+000 0.00000000e+000 1.67360083e-006 7.41183719e-006 9.14514360e-006 9.49912012e-006 1.00980371e-005 1.01884555e-005 1.02091046e-005 9.82513959e-006 8.61852335e-006 
1.00000000e+000 1.09375000e+001 0.00000000e+000 3.62615713e-006 1.18767698e-005 1.32935040e-005 1.34763047e-005 1.36336610e-005 1.35649528e-005 1.35151326e-005 1.26107345e-005 1.08100607e-005 
1.00000000e+000 1.53125000e+001 0.00000000e+000 8.43316232e-006 1.94835343e-005 1.94763781e-005 1.92263097e-005 1.84522034e-005 1.80886935e-005 1.79124905e-005 1.61508993e-005 1.34451885e-005 
1.00000000e+000 1.96875000e+001 0.00000000e+000 2.06229236e-005 3.24736906e-005 2.85338568e-005 2.73310075e-005 2.47251097e-005 2.38397866e-005 2.34467952e-005 2.03331561e-005 1.63295664e-005 
1.00000000e+000 2.40625000e+001 0.00000000e+000 5.35687744e-005 5.60726821e-005 4.27677753e-005 3.96196278e-005 3.35579264e-005 3.17596406e-005 3.09960836e-005 2.57053463e-005 1.97673465e-005 
1.00000000e+000 2.84375000e+001 0.00000000e+000 1.79848652e-004 1.14263265e-004 7.32846021e-005 6.51403584e-005 5.08035376e-005 4.69567327e-005 4.53780093e-005 3.55112486e-005 2.57577067e-005 
1.00000000e+000 3.28125000e+001 0.00000000e+000 4.48570382e-004 1.95180082e-004 1.11233880e-004 9.61390239e-005 7.09108636e-005 6.45080200e-005 6.19288170e-005 4.66292996e-005 3.25464858e-005 
1.25000000e+000 2.18750000e+000 0.00000000e+000 3.19516633e-007 2.78683502e-006 4.32166972e-006 4.74602878e-006 5.63974250e-006 5.87186154e-006 5.96038802e-006 6.17098694e-006 5.77595342e-006 
1.25000000e+000 6.56250000e+000 0.00000000e+000 5.86422966e-007 3.95851034e-006 5.66005714e-006 6.09130419e-006 6.95231686e-006 7.15909069e-006 7.23477173e-006 7.31690320e-006 6.73883665e-006 
1.25000000e+000 1.09375000e+001 0.00000000e+000 1.53325703e-006 6.95870434e-006 8.75835066e-006 9.13787660e-006 9.80074127e-006 9.91813959e-006 9.95200300e-006 9.68192739e-006 8.65186623e-006 
