TITLE="DIR04_SCB_EB_E_WD210.dat"
VARIABLES= "Density" "Radius" "Height" "0.1053" "0.356" "0.6617" "1.3325" 
ZONE T="3D Data" I=11 J=4 K=3 F=POINT
0.00000000e+000 1.23743687e+001 0.00000000e+000 1.35564560e-004 9.24736052e-005 5.94019398e-005 3.75982637e-005 
0.00000000e+000 2.14330352e+001 0.00000000e+000 2.15376622e-004 1.45373539e-004 9.25151459e-005 5.74113892e-005 
0.00000000e+000 2.76699295e+001 0.00000000e+000 2.49691887e-004 1.68096588e-004 1.06903997e-004 6.62707736e-005 
0.00000000e+000 3.27395021e+001 0.00000000e+000 2.61361638e-004 1.75691282e-004 1.11994660e-004 6.97725724e-005 
2.50000000e-001 1.23743687e+001 0.00000000e+000 4.73395641e-005 5.00441794e-005 3.73240822e-005 2.68029775e-005 
2.50000000e-001 2.14330352e+001 0.00000000e+000 1.03195079e-004 9.26886232e-005 6.54352900e-005 4.44530153e-005 
2.50000000e-001 2.76699295e+001 0.00000000e+000 1.80554114e-004 1.33826029e-004 8.89345918e-005 5.75243997e-005 
2.50000000e-001 3.27395021e+001 0.00000000e+000 2.55641459e-004 1.66878927e-004 1.06462439e-004 6.67263883e-005 
5.00000000e-001 1.23743687e+001 0.00000000e+000 1.84843064e-005 2.81764664e-005 2.39956998e-005 1.93437231e-005 
5.00000000e-001 2.14330352e+001 0.00000000e+000 5.99584491e-005 6.40925334e-005 4.86479856e-005 3.54017476e-005 
5.00000000e-001 2.76699295e+001 0.00000000e+000 1.62687970e-004 1.18895056e-004 7.94865809e-005 5.21023980e-005 
5.00000000e-001 3.27395021e+001 0.00000000e+000 3.01170367e-004 1.74681238e-004 1.08040075e-004 6.64064030e-005 
7.50000000e-001 1.23743687e+001 0.00000000e+000 7.87768170e-006 1.64342095e-005 1.57573013e-005 1.41244058e-005 
7.50000000e-001 2.14330352e+001 0.00000000e+000 3.84646166e-005 4.68686984e-005 3.75722700e-005 2.88601680e-005 
7.50000000e-001 2.76699295e+001 0.00000000e+000 1.57705639e-004 1.11719578e-004 7.42051866e-005 4.86262390e-005 
7.50000000e-001 3.27395021e+001 0.00000000e+000 3.80437758e-004 1.91253070e-004 1.13608284e-004 6.77891276e-005 
1.00000000e+000 1.23743687e+001 0.00000000e+000 3.58595259e-006 9.88424869e-006 1.05487882e-005 1.04273098e-005 
1.00000000e+000 2.14330352e+001 0.00000000e+000 2.60658365e-005 3.55953325e-005 2.98550993e-005 2.39794639e-005 
1.00000000e+000 2.76699295e+001 0.00000000e+000 1.58105004e-004 1.08114855e-004 7.11093243e-005 4.63276052e-005 
1.00000000e+000 3.27395021e+001 0.00000000e+000 5.06380677e-004 2.14820140e-004 1.21979789e-004 7.03488803e-005 
1.25000000e+000 1.23743687e+001 0.00000000e+000 1.71465707e-006 6.10302318e-006 7.18526336e-006 7.77724953e-006 
1.25000000e+000 2.14330352e+001 0.00000000e+000 1.82871217e-005 2.77488087e-005 2.42302927e-005 2.02322529e-005 
1.25000000e+000 2.76699295e+001 0.00000000e+000 1.62044852e-004 1.06440703e-004 6.92583275e-005 4.47693611e-005 
1.25000000e+000 3.27395021e+001 0.00000000e+000 7.09508652e-004 2.45913093e-004 1.32828724e-004 7.38289215e-005 
1.50000000e+000 1.23743687e+001 0.00000000e+000 8.50948864e-007 3.85315864e-006 4.97020219e-006 5.85603949e-006 
1.50000000e+000 2.14330352e+001 0.00000000e+000 1.31491453e-005 2.20416681e-005 1.99812994e-005 1.72826808e-005 
1.50000000e+000 2.76699295e+001 0.00000000e+000 1.69108258e-004 1.05997360e-004 6.81839876e-005 4.36970704e-005 
1.50000000e+000 3.27395021e+001 0.00000000e+000 1.04747273e-003 2.86310514e-004 1.46260608e-004 7.81230190e-005 
1.75000000e+000 1.23743687e+001 0.00000000e+000 4.34613083e-007 2.47892052e-006 3.48517064e-006 4.44817210e-006 
1.75000000e+000 2.14330352e+001 0.00000000e+000 9.63439632e-006 1.77572893e-005 1.66810294e-005 1.49111783e-005 
1.75000000e+000 2.76699295e+001 0.00000000e+000 1.79415053e-004 1.06464175e-004 6.76417156e-005 4.29589628e-005 
1.75000000e+000 3.27395021e+001 0.00000000e+000 1.62931101e-003 3.38880793e-004 1.62646786e-004 8.32141521e-005 
2.00000000e+000 1.23743687e+001 0.00000000e+000 2.27069576e-007 1.62041855e-006 2.47338948e-006 3.40600189e-006 
2.00000000e+000 2.14330352e+001 0.00000000e+000 7.16684281e-006 1.44652855e-005 1.40617301e-005 1.29702439e-005 
2.00000000e+000 2.76699295e+001 0.00000000e+000 1.93401904e-004 1.07689615e-004 6.74979227e-005 4.24621708e-005 
2.00000000e+000 3.27395021e+001 0.00000000e+000 2.66515008e-003 4.07804399e-004 1.82574133e-004 8.91432137e-005 
2.25000000e+000 1.23743687e+001 0.00000000e+000 1.20830445e-007 1.07368007e-006 1.77401805e-006 2.62721868e-006 
2.25000000e+000 2.14330352e+001 0.00000000e+000 5.39879573e-006 1.18905908e-005 1.19475076e-005 1.13580437e-005 
2.25000000e+000 2.76699295e+001 0.00000000e+000 2.11779437e-004 1.09606793e-004 6.76771554e-005 4.21484101e-005 
2.25000000e+000 3.27395021e+001 0.00000000e+000 4.56749724e-003 4.99057596e-004 2.06851031e-004 9.59938171e-005 
2.50000000e+000 1.23743687e+001 0.00000000e+000 6.52754377e-008 7.19708863e-007 1.28433097e-006 2.04012916e-006 
2.50000000e+000 2.14330352e+001 0.00000000e+000 4.11064962e-006 9.84857882e-006 1.02179294e-005 1.00023682e-005 
2.50000000e+000 2.76699295e+001 0.00000000e+000 2.35558258e-004 1.12196943e-004 6.81362706e-005 4.19802244e-005 
2.50000000e+000 3.27395021e+001 0.00000000e+000 8.15938624e-003 6.21184035e-004 2.36547587e-004 1.03886074e-004 
0.00000000e+000 1.23743687e+001 1.00000000e+001 1.27121486e-004 8.74003120e-005 5.60888166e-005 3.53959277e-005 
0.00000000e+000 2.14330352e+001 1.00000000e+001 1.70635903e-004 1.15890193e-004 7.41247040e-005 4.64534031e-005 
0.00000000e+000 2.76699295e+001 1.00000000e+001 1.92325704e-004 1.30289868e-004 8.32092720e-005 5.20581832e-005 
0.00000000e+000 3.27395021e+001 1.00000000e+001 2.07232292e-004 1.40305351e-004 8.94680544e-005 5.58896986e-005 
2.50000000e-001 1.23743687e+001 1.00000000e+001 4.34181898e-005 4.66693616e-005 3.48781387e-005 2.50383643e-005 
2.50000000e-001 2.14330352e+001 1.00000000e+001 7.89953010e-005 7.22283683e-005 5.14863939e-005 3.54815862e-005 
2.50000000e-001 2.76699295e+001 1.00000000e+001 1.33216606e-004 1.00681248e-004 6.75759664e-005 4.43714306e-005 
2.50000000e-001 3.27395021e+001 1.00000000e+001 1.95093464e-004 1.29924351e-004 8.33105492e-005 5.26065848e-005 
5.00000000e-001 1.23743687e+001 1.00000000e+001 1.66893440e-005 2.59851248e-005 2.22190224e-005 1.79415769e-005 
5.00000000e-001 2.14330352e+001 1.00000000e+001 4.53345422e-005 4.93009310e-005 3.78118715e-005 2.79612219e-005 
5.00000000e-001 2.76699295e+001 1.00000000e+001 1.18525807e-004 8.81440338e-005 5.95352648e-005 3.96806089e-005 
5.00000000e-001 3.27395021e+001 1.00000000e+001 2.26093157e-004 1.34086447e-004 8.34615359e-005 5.17764283e-005 
7.50000000e-001 1.23743687e+001 1.00000000e+001 7.03593299e-006 1.50190449e-005 1.44750424e-005 1.30150951e-005 
7.50000000e-001 2.14330352e+001 1.00000000e+001 2.89579662e-005 3.58081745e-005 2.89750573e-005 2.26152242e-005 
7.50000000e-001 2.76699295e+001 1.00000000e+001 1.14371299e-004 8.22353648e-005 5.51207626e-005 3.67154523e-005 
7.50000000e-001 3.27395021e+001 1.00000000e+001 2.83287356e-004 1.45477974e-004 8.70059903e-005 5.24371724e-005 
1.00000000e+000 1.23743687e+001 1.00000000e+001 3.17776098e-006 8.96702318e-006 9.62414111e-006 9.55116022e-006 
1.00000000e+000 2.14330352e+001 1.00000000e+001 1.95836688e-005 2.71015514e-005 2.29111773e-005 1.86814488e-005 
1.00000000e+000 2.76699295e+001 1.00000000e+001 1.14401230e-004 7.92826633e-005 5.25637271e-005 3.47776785e-005 
1.00000000e+000 3.27395021e+001 1.00000000e+001 3.76907855e-004 1.62383569e-004 9.28317984e-005 5.40966981e-005 
