TITLE="DIR04_SCB_EB_E_WD105.dat"
VARIABLES= "Density" "Radius" "Height" "0.1053" "0.356" "0.6617" "1.3325" 
ZONE T="3D Data" I=11 J=4 K=3 F=POINT
0.00000000e+000 1.23743687e+001 0.00000000e+000 2.21253875e-004 1.50074653e-004 9.65602568e-005 6.09978448e-005 
0.00000000e+000 2.14330352e+001 0.00000000e+000 2.23778981e-004 1.51637884e-004 9.73176038e-005 6.11943520e-005 
0.00000000e+000 2.76699295e+001 0.00000000e+000 2.15098471e-004 1.45752060e-004 9.35856380e-005 5.90674409e-005 
0.00000000e+000 3.27395021e+001 0.00000000e+000 2.30114837e-004 1.55726462e-004 9.94980047e-005 6.23601619e-005 
2.50000000e-001 1.23743687e+001 0.00000000e+000 7.74773879e-005 8.11940573e-005 6.06180993e-005 4.34349407e-005 
2.50000000e-001 2.14330352e+001 0.00000000e+000 1.09590723e-004 9.70586525e-005 6.88619278e-005 4.73259501e-005 
2.50000000e-001 2.76699295e+001 0.00000000e+000 1.53964589e-004 1.14334030e-004 7.67504225e-005 5.06493346e-005 
2.50000000e-001 3.27395021e+001 0.00000000e+000 2.20544750e-004 1.45417878e-004 9.31702585e-005 5.88986990e-005 
5.00000000e-001 1.23743687e+001 0.00000000e+000 3.06423285e-005 4.58708197e-005 3.90221402e-005 3.13483489e-005 
5.00000000e-001 2.14330352e+001 0.00000000e+000 6.72113200e-005 6.86731589e-005 5.18682396e-005 3.79213229e-005 
5.00000000e-001 2.76699295e+001 0.00000000e+000 1.40952683e-004 1.02238957e-004 6.86940321e-005 4.57697374e-005 
5.00000000e-001 3.27395021e+001 0.00000000e+000 2.57451309e-004 1.51669326e-004 9.42029209e-005 5.83668138e-005 
7.50000000e-001 1.23743687e+001 0.00000000e+000 1.33057914e-005 2.69276085e-005 2.57081366e-005 2.29160928e-005 
7.50000000e-001 2.14330352e+001 0.00000000e+000 4.53756482e-005 5.17491891e-005 4.08643222e-005 3.12608200e-005 
7.50000000e-001 2.76699295e+001 0.00000000e+000 1.37652850e-004 9.69804440e-005 6.45572276e-005 4.28365185e-005 
7.50000000e-001 3.27395021e+001 0.00000000e+000 3.18239046e-004 1.65361049e-004 9.89210658e-005 5.95330456e-005 
1.00000000e+000 1.23743687e+001 0.00000000e+000 6.18592303e-006 1.63370156e-005 1.72946954e-005 1.69539735e-005 
1.00000000e+000 2.14330352e+001 0.00000000e+000 3.20655834e-005 4.05135260e-005 3.32091037e-005 2.63439272e-005 
1.00000000e+000 2.76699295e+001 0.00000000e+000 1.37973308e-004 9.45061195e-005 6.22905203e-005 4.10061610e-005 
1.00000000e+000 3.27395021e+001 0.00000000e+000 4.09181323e-004 1.84256363e-004 1.05944005e-004 6.17804405e-005 
1.25000000e+000 1.23743687e+001 0.00000000e+000 3.02165631e-006 1.01908472e-005 1.18532444e-005 1.26833717e-005 
1.25000000e+000 2.14330352e+001 0.00000000e+000 2.32801704e-005 3.24805262e-005 2.75673717e-005 2.25760211e-005 
1.25000000e+000 2.76699295e+001 0.00000000e+000 1.40701154e-004 9.34024777e-005 6.09981695e-005 3.98243845e-005 
1.25000000e+000 3.27395021e+001 0.00000000e+000 5.47140379e-004 2.08369169e-004 1.14832575e-004 6.48085600e-005 
1.50000000e+000 1.23743687e+001 0.00000000e+000 1.53070598e-006 6.50584632e-006 8.25796480e-006 9.58620382e-006 
1.50000000e+000 2.14330352e+001 0.00000000e+000 1.72256710e-005 2.64546622e-005 2.32255772e-005 1.95948112e-005 
1.50000000e+000 2.76699295e+001 0.00000000e+000 1.45662450e-004 9.31328904e-005 6.02714912e-005 3.90417828e-005 
1.50000000e+000 3.27395021e+001 0.00000000e+000 7.62755048e-004 2.38676451e-004 1.25564954e-004 6.84837421e-005 
1.75000000e+000 1.23743687e+001 0.00000000e+000 7.97035265e-007 4.23400971e-006 5.83608252e-006 7.31352447e-006 
1.75000000e+000 2.14330352e+001 0.00000000e+000 1.29354008e-005 2.17914692e-005 1.97778584e-005 1.71732091e-005 
1.75000000e+000 2.76699295e+001 0.00000000e+000 1.53070959e-004 9.34772504e-005 5.99147709e-005 3.85183658e-005 
1.75000000e+000 3.27395021e+001 0.00000000e+000 1.11140492e-003 2.76826065e-004 1.38336113e-004 7.27636491e-005 
2.00000000e+000 1.23743687e+001 0.00000000e+000 4.23970000e-007 2.79998219e-006 4.17615887e-006 5.62740137e-006 
2.00000000e+000 2.14330352e+001 0.00000000e+000 9.83252786e-006 1.81062188e-005 1.69778834e-005 1.51643342e-005 
2.00000000e+000 2.76699295e+001 0.00000000e+000 1.63413066e-004 9.43432857e-005 5.98296538e-005 3.81735977e-005 
2.00000000e+000 3.27395021e+001 0.00000000e+000 1.69523580e-003 3.25184806e-004 1.53487486e-004 7.76593666e-005 
2.25000000e+000 1.23743687e+001 0.00000000e+000 2.29393045e-007 1.87664622e-006 3.02088801e-006 4.36359205e-006 
2.25000000e+000 2.14330352e+001 0.00000000e+000 7.55171945e-006 1.51498076e-005 1.46665386e-005 1.34699542e-005 
2.25000000e+000 2.76699295e+001 0.00000000e+000 1.77465662e-004 9.56985931e-005 5.99648492e-005 3.79599179e-005 
2.25000000e+000 3.27395021e+001 0.00000000e+000 2.70656346e-003 3.87055159e-004 1.71492515e-004 8.32167302e-005 
