TITLE="DIR08_SCB_EB_E_WD035.dat"
VARIABLES= "Density" "Radius" "Height" "0.1053" "0.356" "0.6617" "1.3325" 
ZONE T="3D Data" I=11 J=8 K=3 F=POINT
0.00000000e+000 8.75000000e+000 0.00000000e+000 3.01624997e-004 2.03703628e-004 1.30761098e-004 8.19694485e-005 
0.00000000e+000 1.51554446e+001 0.00000000e+000 2.32065737e-004 1.57395680e-004 1.01890410e-004 6.49689217e-005 
0.00000000e+000 1.95655948e+001 0.00000000e+000 2.01497049e-004 1.37135625e-004 8.88431069e-005 5.68748276e-005 
0.00000000e+000 2.31503240e+001 0.00000000e+000 1.93175197e-004 1.31623153e-004 8.49196863e-005 5.40878899e-005 
0.00000000e+000 2.62500000e+001 0.00000000e+000 1.96927633e-004 1.34118467e-004 8.61606779e-005 5.44698004e-005 
0.00000000e+000 2.90204669e+001 0.00000000e+000 2.05436705e-004 1.39687405e-004 8.94922392e-005 5.62868621e-005 
0.00000000e+000 3.15485737e+001 0.00000000e+000 2.16967342e-004 1.47288768e-004 9.41627017e-005 5.90033269e-005 
0.00000000e+000 3.38886043e+001 0.00000000e+000 2.31406542e-004 1.56849367e-004 1.00114025e-004 6.25590343e-005 
2.50000000e-001 8.75000000e+000 0.00000000e+000 9.63542144e-005 1.05362372e-004 7.95208895e-005 5.71164184e-005 
2.50000000e-001 1.51554446e+001 0.00000000e+000 8.94197059e-005 8.89549584e-005 6.58959401e-005 4.71841363e-005 
2.50000000e-001 1.95655948e+001 0.00000000e+000 9.26420815e-005 8.45136526e-005 6.10649893e-005 4.30536078e-005 
2.50000000e-001 2.31503240e+001 0.00000000e+000 1.04766362e-004 8.84026331e-005 6.20887092e-005 4.27336566e-005 
2.50000000e-001 2.62500000e+001 0.00000000e+000 1.27404942e-004 9.92247953e-005 6.76073653e-005 4.52198288e-005 
2.50000000e-001 2.90204669e+001 0.00000000e+000 1.63991480e-004 1.16661258e-004 7.68412466e-005 4.98139108e-005 
2.50000000e-001 3.15485737e+001 0.00000000e+000 1.98029056e-004 1.33576788e-004 8.61590253e-005 5.47318171e-005 
2.50000000e-001 3.38886043e+001 0.00000000e+000 2.29955403e-004 1.49992562e-004 9.55038431e-005 5.98953203e-005 
5.00000000e-001 8.75000000e+000 0.00000000e+000 3.30399365e-005 5.58300727e-005 4.90309070e-005 4.00888347e-005 
5.00000000e-001 1.51554446e+001 0.00000000e+000 4.09356713e-005 5.38820030e-005 4.44171701e-005 3.50454831e-005 
