TITLE="3SCB_ER_E_WD070.dat"
VARIABLES= "Density" "Radius" "Height" "0.32" "0.5639" "0.6027" "0.6617" "0.7242" "0.7653" "0.8108" "0.8348" "1.1732" "1.3325" 
ZONE T="3D Data" I=8 J=8 K=3 F=POINT
0.00000000 1.75000000 0.00000000 0.00027997 0.00017939 0.00017057 0.00015925 0.00014905 0.00014321 0.00013745 0.00013460 0.00010618 0.00009723 
0.00000000 5.25000000 0.00000000 0.00026357 0.00016909 0.00016082 0.00015021 0.00014065 0.00013518 0.00012978 0.00012711 0.00010046 0.00009206 
0.00000000 8.75000000 0.00000000 0.00023978 0.00015396 0.00014646 0.00013684 0.00012818 0.00012324 0.00011836 0.00011594 0.00009184 0.00008425 
0.00000000 12.25000000 0.00000000 0.00022179 0.00014218 0.00013523 0.00012630 0.00011827 0.00011369 0.00010917 0.00010694 0.00008469 0.00007769 
0.00000000 15.75000000 0.00000000 0.00019874 0.00012751 0.00012129 0.00011331 0.00010613 0.00010204 0.00009800 0.00009600 0.00007613 0.00006988 
0.00000000 19.25000000 0.00000000 0.00016858 0.00010863 0.00010343 0.00009675 0.00009074 0.00008732 0.00008394 0.00008227 0.00006560 0.00006034 
0.00000000 22.75000000 0.00000000 0.00013852 0.00008967 0.00008545 0.00008005 0.00007520 0.00007243 0.00006970 0.00006836 0.00005493 0.00005069 
0.00000000 26.25000000 0.00000000 0.00012017 0.00007767 0.00007401 0.00006931 0.00006511 0.00006271 0.00006036 0.00005920 0.00004770 0.00004410 
0.25000000 1.75000000 0.00000000 0.00013473 0.00010215 0.00009880 0.00009439 0.00009024 0.00008782 0.00008537 0.00008414 0.00007106 0.00006658 
0.25000000 5.25000000 0.00000000 0.00012879 0.00009735 0.00009415 0.00008993 0.00008598 0.00008366 0.00008134 0.00008016 0.00006773 0.00006348 
0.25000000 8.75000000 0.00000000 0.00012098 0.00009070 0.00008766 0.00008368 0.00007995 0.00007777 0.00007559 0.00007448 0.00006289 0.00005893 
0.25000000 12.25000000 0.00000000 0.00011741 0.00008672 0.00008369 0.00007972 0.00007603 0.00007388 0.00007173 0.00007064 0.00005935 0.00005553 
0.25000000 15.75000000 0.00000000 0.00011241 0.00008160 0.00007862 0.00007472 0.00007113 0.00006904 0.00006696 0.00006591 0.00005507 0.00005146 
0.25000000 19.25000000 0.00000000 0.00010373 0.00007390 0.00007109 0.00006747 0.00006412 0.00006220 0.00006028 0.00005931 0.00004943 0.00004616 
0.25000000 22.75000000 0.00000000 0.00009412 0.00006554 0.00006296 0.00005961 0.00005657 0.00005482 0.00005308 0.00005222 0.00004342 0.00004055 
