TITLE="DIR04_SCB_ER_E_WD070.dat"
VARIABLES= "Density" "Radius" "Height" "0.32" "0.6617" "1.3325" 
ZONE T="3D Data" I=8 J=4 K=3 F=POINT
0.00000000e+000 3.50000000e+000 0.00000000e+000 2.67671004e-004 1.52470360e-004 9.33544981e-005 
0.00000000e+000 1.05000000e+001 0.00000000e+000 2.29369313e-004 1.30741489e-004 8.04549776e-005 
0.00000000e+000 1.75000000e+001 0.00000000e+000 1.82542186e-004 1.04415057e-004 6.47573911e-005 
0.00000000e+000 2.45000000e+001 0.00000000e+000 1.29089971e-004 7.45273907e-005 4.72997764e-005 
2.50000000e-001 3.50000000e+000 0.00000000e+000 1.30276328e-004 9.10437227e-005 6.42546572e-005 
2.50000000e-001 1.05000000e+001 0.00000000e+000 1.18911360e-004 8.13874445e-005 5.69633553e-005 
2.50000000e-001 1.75000000e+001 0.00000000e+000 1.07748610e-004 7.08249409e-005 4.86105055e-005 
2.50000000e-001 2.45000000e+001 0.00000000e+000 9.23911566e-005 5.74747172e-005 3.87590361e-005 
5.00000000e-001 3.50000000e+000 0.00000000e+000 6.39341641e-005 5.46053704e-005 4.43281927e-005 
5.00000000e-001 1.05000000e+001 0.00000000e+000 6.42016482e-005 5.17586479e-005 4.07955331e-005 
5.00000000e-001 1.75000000e+001 0.00000000e+000 6.98531341e-005 5.06622871e-005 3.75867033e-005 
5.00000000e-001 2.45000000e+001 0.00000000e+000 7.68290517e-005 4.86680026e-005 3.35628930e-005 
7.50000000e-001 3.50000000e+000 0.00000000e+000 3.16507398e-005 3.28992786e-005 3.06469835e-005 
7.50000000e-001 1.05000000e+001 0.00000000e+000 3.58852889e-005 3.35748847e-005 2.95407172e-005 
7.50000000e-001 1.75000000e+001 0.00000000e+000 4.80951244e-005 3.77106358e-005 2.97843859e-005 
7.50000000e-001 2.45000000e+001 0.00000000e+000 6.79490356e-005 4.33959744e-005 3.01607037e-005 
1.00000000e+000 3.50000000e+000 0.00000000e+000 1.57917894e-005 1.99023325e-005 2.12437076e-005 
1.00000000e+000 1.05000000e+001 0.00000000e+000 2.06382791e-005 2.21581411e-005 2.16050178e-005 
1.00000000e+000 1.75000000e+001 0.00000000e+000 3.43435730e-005 2.88869903e-005 2.40714081e-005 
1.00000000e+000 2.45000000e+001 0.00000000e+000 6.15513707e-005 3.97238065e-005 2.77502513e-005 
1.25000000e+000 3.50000000e+000 0.00000000e+000 7.93866582e-006 1.20854565e-005 1.47512042e-005 
1.25000000e+000 1.05000000e+001 0.00000000e+000 1.21405933e-005 1.48403123e-005 1.59458042e-005 
1.25000000e+000 1.75000000e+001 0.00000000e+000 2.50730976e-005 2.25649562e-005 1.97527491e-005 
1.25000000e+000 2.45000000e+001 0.00000000e+000 5.63432225e-005 3.68547489e-005 2.59068527e-005 
1.50000000e+000 3.50000000e+000 0.00000000e+000 4.02025287e-006 7.37440328e-006 1.02682050e-005 
1.50000000e+000 1.05000000e+001 0.00000000e+000 7.26772089e-006 1.00727789e-005 1.18659083e-005 
1.50000000e+000 1.75000000e+001 0.00000000e+000 1.85708168e-005 1.78761974e-005 1.63993487e-005 
1.50000000e+000 2.45000000e+001 0.00000000e+000 5.18999735e-005 3.44381662e-005 2.44048046e-005 
1.75000000e+000 3.50000000e+000 0.00000000e+000 2.05163798e-006 4.51551669e-006 7.15995912e-006 
1.75000000e+000 1.05000000e+001 0.00000000e+000 4.41893486e-006 6.90730684e-006 8.89872801e-006 
1.75000000e+000 1.75000000e+001 0.00000000e+000 1.38919076e-005 1.42980124e-005 1.37479482e-005 
1.75000000e+000 2.45000000e+001 0.00000000e+000 4.80085133e-005 3.23225298e-005 2.31210357e-005 
0.00000000e+000 3.50000000e+000 1.00000000e+001 1.33821186e-004 7.81050108e-005 5.05356487e-005 
0.00000000e+000 1.05000000e+001 1.00000000e+001 1.06439639e-004 6.30365203e-005 4.13148026e-005 
0.00000000e+000 1.75000000e+001 1.00000000e+001 7.29055626e-005 4.34487293e-005 2.90730691e-005 
0.00000000e+000 2.45000000e+001 1.00000000e+001 3.85108300e-005 2.33239328e-005 1.65105977e-005 
2.50000000e-001 3.50000000e+000 1.00000000e+001 6.37920883e-005 4.60450846e-005 3.44734113e-005 
2.50000000e-001 1.05000000e+001 1.00000000e+001 5.20068633e-005 3.76480395e-005 2.84620376e-005 
2.50000000e-001 1.75000000e+001 1.00000000e+001 3.63141952e-005 2.62305858e-005 2.02281425e-005 
2.50000000e-001 2.45000000e+001 1.00000000e+001 1.73653979e-005 1.30959027e-005 1.11115443e-005 
5.00000000e-001 3.50000000e+000 1.00000000e+001 3.16828859e-005 2.71943169e-005 2.35690606e-005 
5.00000000e-001 1.05000000e+001 1.00000000e+001 2.65268237e-005 2.30160566e-005 1.98478454e-005 
5.00000000e-001 1.75000000e+001 1.00000000e+001 2.05538890e-005 1.69334480e-005 1.45792645e-005 
