TITLE="DIR03_SCB_EB_E_WD000.dat"
VARIABLES= "Density" "Radius" "Height" "0.32" "0.6617" "1.3325" 
ZONE T="3D Data" I=8 J=3 K=3 F=POINT
0.00000000e+000 1.14309521e+001 0.00000000e+000 2.74915975e-004 1.56601739e-004 9.59519470e-005 
0.00000000e+000 1.97989899e+001 0.00000000e+000 1.47707689e-004 8.53893457e-005 5.42505716e-005 
0.00000000e+000 2.55603860e+001 0.00000000e+000 1.18514753e-004 6.82651417e-005 4.31885727e-005 
2.50000000e-001 1.14309521e+001 0.00000000e+000 1.42617259e-004 9.74792975e-005 6.79304999e-005 
2.50000000e-001 1.97989899e+001 0.00000000e+000 9.28405033e-005 6.02231739e-005 4.17510304e-005 
2.50000000e-001 2.55603860e+001 0.00000000e+000 8.77407254e-005 5.38055565e-005 3.58944258e-005 
5.00000000e-001 1.14309521e+001 0.00000000e+000 7.75559448e-005 6.21972825e-005 4.87280566e-005 
5.00000000e-001 1.97989899e+001 0.00000000e+000 6.63917237e-005 4.58536868e-005 3.35509426e-005 
5.00000000e-001 2.55603860e+001 0.00000000e+000 7.62088982e-005 4.70195891e-005 3.17581738e-005 
7.50000000e-001 1.14309521e+001 0.00000000e+000 4.39647648e-005 4.06063775e-005 3.53922035e-005 
7.50000000e-001 1.97989899e+001 0.00000000e+000 5.06722620e-005 3.66781920e-005 2.78581376e-005 
7.50000000e-001 2.55603860e+001 0.00000000e+000 6.99784793e-005 4.32435181e-005 2.92188199e-005 
1.00000000e+000 1.14309521e+001 0.00000000e+000 2.58100622e-005 2.70608900e-005 2.60062523e-005 
1.00000000e+000 1.97989899e+001 0.00000000e+000 3.98385379e-005 3.02101245e-005 2.36809789e-005 
1.00000000e+000 2.55603860e+001 0.00000000e+000 6.54112045e-005 4.06780208e-005 2.75035191e-005 
1.25000000e+000 1.14309521e+001 0.00000000e+000 1.55980138e-005 1.83666805e-005 1.93192707e-005 
1.25000000e+000 1.97989899e+001 0.00000000e+000 3.17557655e-005 2.53045683e-005 2.04536501e-005 
1.25000000e+000 2.55603860e+001 0.00000000e+000 6.15325869e-005 3.86404728e-005 2.62186049e-005 
1.50000000e+000 1.14309521e+001 0.00000000e+000 9.65407726e-006 1.26699243e-005 1.44962439e-005 
1.50000000e+000 1.97989899e+001 0.00000000e+000 2.54935718e-005 2.13988538e-005 1.78599220e-005 
1.50000000e+000 2.55603860e+001 0.00000000e+000 5.80870878e-005 3.68667201e-005 2.51644802e-005 
1.75000000e+000 1.14309521e+001 0.00000000e+000 6.08897594e-006 8.86097667e-006 1.09749487e-005 
1.75000000e+000 1.97989899e+001 0.00000000e+000 2.05382579e-005 1.82011482e-005 1.57104833e-005 
1.75000000e+000 2.55603860e+001 0.00000000e+000 5.57427023e-005 3.52455703e-005 2.42539939e-005 
0.00000000e+000 1.14309521e+001 1.00000000e+001 1.25352943e-004 7.40189835e-005 4.82968939e-005 
0.00000000e+000 1.97989899e+001 1.00000000e+001 5.16741418e-005 3.13100097e-005 2.18446477e-005 
0.00000000e+000 2.55603860e+001 1.00000000e+001 3.16161963e-005 1.90801771e-005 1.34722527e-005 
2.50000000e-001 1.14309521e+001 1.00000000e+001 6.05971578e-005 4.39203453e-005 3.31391647e-005 
2.50000000e-001 1.97989899e+001 1.00000000e+001 2.40940076e-005 1.80124466e-005 1.47861314e-005 
2.50000000e-001 2.55603860e+001 1.00000000e+001 1.27347110e-005 9.87896540e-006 8.61250914e-006 
5.00000000e-001 1.14309521e+001 1.00000000e+001 3.09976162e-005 2.67159553e-005 2.30394339e-005 
5.00000000e-001 1.97989899e+001 1.00000000e+001 1.39243331e-005 1.15899272e-005 1.05979203e-005 
5.00000000e-001 2.55603860e+001 1.00000000e+001 7.53926891e-006 6.24430947e-006 6.11425370e-006 
7.50000000e-001 1.14309521e+001 1.00000000e+001 1.64625766e-005 1.66530035e-005 1.62306446e-005 
7.50000000e-001 1.97989899e+001 1.00000000e+001 9.42304814e-006 8.22202119e-006 8.01318922e-006 
7.50000000e-001 2.55603860e+001 1.00000000e+001 5.94099563e-006 4.73031717e-006 4.79295289e-006 
1.00000000e+000 1.14309521e+001 1.00000000e+001 9.11177721e-006 1.06251477e-005 1.15757319e-005 
1.00000000e+000 1.97989899e+001 1.00000000e+001 6.97709651e-006 6.26791376e-006 6.33435288e-006 
1.00000000e+000 2.55603860e+001 1.00000000e+001 5.34050744e-006 4.03995259e-006 4.06285198e-006 
1.25000000e+000 1.14309521e+001 1.00000000e+001 5.25092704e-006 6.92863822e-006 8.35323561e-006 
1.25000000e+000 1.97989899e+001 1.00000000e+001 5.38690135e-006 4.99780713e-006 5.18131337e-006 
1.25000000e+000 2.55603860e+001 1.00000000e+001 5.05717634e-006 3.66626193e-006 3.63024055e-006 
1.50000000e+000 1.14309521e+001 1.00000000e+001 3.11671794e-006 4.60478221e-006 6.10123432e-006 
1.50000000e+000 1.97989899e+001 1.00000000e+001 4.25633574e-006 4.09990498e-006 4.35238184e-006 
1.50000000e+000 2.55603860e+001 1.00000000e+001 4.94408810e-006 3.42063248e-006 3.35436429e-006 
1.75000000e+000 1.14309521e+001 1.00000000e+001 1.89115470e-006 3.11679904e-006 4.49911371e-006 
